web_scraper_order,web_scraper_start_url,pagination,price,brand_name,product_name,image,item_page_title,item_page_link,data,data_1,Product_Name,product_image_url,size_availability,text_5,product_description
1771968464-1,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €50.03,Good American,Compression Better Bikini Bottoms,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/gamer/gamer3117112952/gamer3117112952_1738268463732_2-0._QL90_UX1128_.jpg,Good AmericanCompression Better Bikini BottomsPrevious Price €50.03Sale Price €10.01,https://www.shopbop.com/compression-better-bikini-bottom-good/vp/v=1/1519865871.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2038716691&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_100,Good American,Compression Better Bikini Bottoms,Good AmericanCompression Better Bikini Bottoms,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/gamer/gamer3117112952/gamer3117112952_1738268463732_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size S: Gabriela (5'9"") usually wears size XS-SView all model measurementsSize Conversions","Moderate coverage

Shell: 80% nylon/20% elastane

Mesh lining

Lining: 95% polyester/5% elastane

Wash cold

Imported, China"
1771968468-2,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €50.03,Good American,Square Neck Compression Swim Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/gamer/gamer3117012952/gamer3117012952_1743619744422_2-0._QL90_UX1128_.jpg,Good AmericanSquare Neck Compression Swim TopPrevious Price €50.03Sale Price €10.01,https://www.shopbop.com/square-neck-compression-swim-top/vp/v=1/1512799911.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2066595832&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_99,Good American,Square Neck Compression Swim Top,Good AmericanSquare Neck Compression Swim Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/gamer/gamer3117012952/gamer3117012952_1743619744422_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size XS: Gabriela (5'9"") usually wears size XS-SView all model measurementsSize Conversions","Square neckline

Shell: 80% nylon/20% elastane

Mesh lining

Lining: 95% polyester/5% elastane

Hand wash

Imported, China

Bottoms sold separately"
1771968474-3,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €233.19,EB Denim,Ellie Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/ebden/ebden3006310117/ebden3006310117_1755622757574_2-0._QL90_UX1128_.jpg,EB DenimEllie DressPrevious Price €233.19Sale Price €46.64,https://www.shopbop.com/ellie-dress-eb-denim/vp/v=1/1503245847.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2068826152&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_98,EB Denim,Ellie Dress,EB DenimEllie Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/ebden/ebden3006310117/ebden3006310117_1755622757574_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size XS: Cher (5'11"") usually wears size XSView all model measurementsMeasurements from size XS
Length: 44.5in / 113.0cm, from shoulderSize Conversions","Fabric: Mid-weight stretch knit

Midi length

Scoop neck

Sleeveless

Snap placket

Shell: 100% cotton

Unlined

Wash cold

Made in the USA"
1771968479-4,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €83.10,LE BOP,Cecilla Boxer Shorts,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lebop/lebop3014017a41/lebop3014017a41_1747751627353_2-0._QL90_UX1128_.jpg,ExclusiveLE BOPCecilla Boxer ShortsPrevious Price €83.10Sale Price €16.62,https://www.shopbop.com/cecilla-boxer-shorts-le-bop/vp/v=1/1525685428.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2062916103&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_EC_97,LE BOP,Cecilla Boxer Shorts,LE BOPCecilla Boxer Shorts,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lebop/lebop3014017a41/lebop3014017a41_1747751627353_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size XS: Alexis (5'8"") usually wears size XS-SView all model measurementsMeasurements from size XS
Rise: 11in / 28cm
Inseam: 3.25in / 8cmSize Conversions","Fabric: Lightweight, non-stretch silky weave

Fruit print

Covered elastic waistband

On-seam side pockets

Shell: 83% rayon/17% nylon

Dry clean

Made in the USA"
1771968483-5,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €117.02,LE BOP,Cecillia Short Sleeve Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lebop/lebop3013917a41/lebop3013917a41_1747751585114_2-0._QL90_UX1128_.jpg,ExclusiveLE BOPCecillia Short Sleeve TopPrevious Price €117.02Sale Price €23.40,https://www.shopbop.com/cecillia-short-sleeve-top-le/vp/v=1/1587668121.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2050112113&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_EC_96,LE BOP,Cecillia Short Sleeve Top,LE BOPCecillia Short Sleeve Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lebop/lebop3013917a41/lebop3013917a41_1747751585114_2-0._QL90_UX1128_.jpg,"XXS

XS

S

M

L

XL

XXL","Rayon-blend fabric has a softened feel and offers no stretch.Shopbop’s expert stylist says: Runs large; designed with a relaxed silhouette. For a slimmer fit, size downModel measurements:
Size XS: Alexis (5'8"") usually wears size XS-SView all model measurementsMeasurements from size XS
Length: 26in / 66.0cm, from shoulderLE BOP Size Guide","Fabric: Lightweight, non-stretch silky weave

Fruit print

Collared neck

Button placket

Shell: 83% rayon/17% nylon

Dry clean

Made in the USA"
1771968487-6,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €279.83,The Garment,Noah Mini Skirt,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/garme/garme3000422b0d/garme3000422b0d_1743991097540_2-0._QL90_UX1128_.jpg,The GarmentNoah Mini SkirtPrevious Price €279.83Sale Price €55.97,https://www.shopbop.com/noah-mini-skirt-garment/vp/v=1/1583559150.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2089036483&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_95,The Garment,Noah Mini Skirt,The GarmentNoah Mini Skirt,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/garme/garme3000422b0d/garme3000422b0d_1743991097540_2-0._QL90_UX1128_.jpg,"4

6

8

10

12

14","Model measurements:
Size 6: Liza (5'11"") usually wears size 4-6View all model measurementsMeasurements from size 6
Length: 13in / 33.0cmThe Garment Size Guide","Fabric: Lightweight, low-stretch weave

Contrast bubble hem

Hook-and-eye closures at waist, zip fly

Slant hip pockets and welt back pocket

Shell: 53% polyester/43% wool/4% elastane

Lined

Lining: 100% viscose

Dry clean

Imported, Romania"
1771968491-7,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €83.95,WAYF,Marina Ruched Midi Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wayfa/wayfa20738135b5/wayfa20738135b5_1750952921391_2-0._QL90_UX1128_.jpg,WAYFMarina Ruched Midi DressPrevious Price €83.95Sale Price €16.79,https://www.shopbop.com/marina-ruched-midi-dress-wayf/vp/v=1/1516271288.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2028452887&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_94,WAYF,Marina Ruched Midi Dress,WAYFMarina Ruched Midi Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wayfa/wayfa20738135b5/wayfa20738135b5_1750952921391_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size XS: Haley (5'9.5"") usually wears size SView all model measurementsMeasurements from size S
Length: 53.5in / 136.0cm, from shoulder to front hemWAYF Size Guide","Fabric: Lightweight, fine-gauge mesh knit with stretch

Floral print

Ruched at sides

Side slit

Midi length

Off-shoulder neckline

Sleeveless

Pullover design, no closure

Shell: 95% polyester/5% spandex

Unlined bodice, lined skirt

Lining: 100% polyester

Wash cold

Imported, China"
1771968496-8,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €504.54,Kika Vargas,Rossy Leopard Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/kvarg/kvarg301901a569/kvarg301901a569_1743686517873_2-0._QL90_UX1128_.jpg,Designer BoutiqueKika VargasRossy Leopard DressPrevious Price €504.54Sale Price €100.91,https://www.shopbop.com/rossy-dress-blue-leopard-kika/vp/v=1/1539931286.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2074373735&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_DB_93,Kika Vargas,Rossy Leopard Dress,Kika VargasRossy Leopard Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/kvarg/kvarg301901a569/kvarg301901a569_1743686517873_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size 0: Brittany (5'9.5"") usually wears size 0View all model measurementsMeasurements from size 2
Length: 22.75in / 58.0cm, from center backSize Conversions","Fabric: Lightweight, non-stretch twill

Twist detail at bodice

Gathered sides

Leopard print

Mini length

Strapless

Hidden zip at back

On-seam side pockets

Shell: 100% polyester

Lined bodice, unlined skirt

Dry clean

Imported, Colombia"
1771968501-9,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €55.12,Lioness,Humphrey Cami,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lione/lione3064110d92/lione3064110d92_1746649259901_2-0._QL90_UX1128_.jpg,LionessHumphrey CamiPrevious Price €55.12Sale Price €11.02,https://www.shopbop.com/humphrey-cami-lioness/vp/v=1/1571992348.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2016706133&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_92,Lioness,Humphrey Cami,LionessHumphrey Cami,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lione/lione3064110d92/lione3064110d92_1746649259901_2-0._QL90_UX1128_.jpg,"XXXXS

XXXS

XXS

XS

S

M

L

XL

XXL

XXXL

XXXXL","Model measurements:
Size XS: Isabella (5'9"") usually wears size XSView all model measurementsMeasurements from size S
Length: 18.5in / 47.0cm, from center backLioness Size Guide","Fabric: Lightweight stretch satin

Wired corset-style seams

Ruched cups

Sweetheart neckline

Hook-and-eye and zip at back

Shell: 95% polyester/5% elastane

Lined

Lining: 95% polyester/5% elastane

Hand wash

Imported, China

Adjustable tie shoulder straps"
1771968506-10,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €93.28,Lioness,Top Model Jeans,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lione/lione3064454006/lione3064454006_1747073238551_2-0._QL90_UX1128_.jpg,LionessTop Model JeansPrevious Price €93.28Sale Price €55.97,https://www.shopbop.com/top-model-jean-lioness/vp/v=1/1549750560.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2003735862&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_91,Lioness,Top Model Jeans,LionessTop Model Jeans,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lione/lione3064454006/lione3064454006_1747073238551_2-0._QL90_UX1128_.jpg,"XXXXS

XXXS

XXS

XS

S

M

L

XL

XXL

XXXL

XXXXL","Model measurements:
Size XS: Cher (5'11"") usually wears size XSView all model measurementsMeasurements from size S
Rise: 10.75in / 27cm
Inseam: 31.5in / 80cm
Leg opening: 21.25in / 54cmLioness Size Guide","Fabric: Lightweight, non-stretch denim

Plaid pattern

Button closure and zip fly

5-pocket styling

Shell: 75% cotton/25% polyester

Hand wash

Imported, China"
1771968510-11,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €72.08,Lioness,Renewal Halter Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lione/lione3064554006/lione3064554006_1747073679372_2-0._QL90_UX1128_.jpg,LionessRenewal Halter TopPrevious Price €72.08Sale Price €14.42,https://www.shopbop.com/renewal-halter-top-lioness/vp/v=1/1595071749.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2084099231&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_90,Lioness,Renewal Halter Top,LionessRenewal Halter Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lione/lione3064554006/lione3064554006_1747073679372_2-0._QL90_UX1128_.jpg,"XXXXS

XXXS

XXS

XS

M

L

XL

XXL

XXXL

XXXXL","Model measurements:
Size XS: Cher (5'11"") usually wears size XSView all model measurementsMeasurements from size XS
Length: 15.75in / 40.0cm, from shoulderLioness Size Guide","Fabric: Lightweight, non-stretch denim

Plaid pattern

Halter neckline

Button placket

Faux welt front pockets

Shell: 75% cotton/25% polyester

Lined

Hand wash

Imported, China

Sleeveless"
1771968514-12,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €117.02,Susana Monaco,Gathered String Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/susan/susan4111311411/susan4111311411_1747175677008_2-0._QL90_UX1128_.jpg,Susana MonacoGathered String TopPrevious Price €117.02Sale Price €23.40,https://www.shopbop.com/gathered-string-top-susana-monaco/vp/v=1/1570731820.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2066531486&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_89,Susana Monaco,Gathered String Top,Susana MonacoGathered String Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/susan/susan4111311411/susan4111311411_1747175677008_2-0._QL90_UX1128_.jpg,"XS

S

M

L

XL","Model measurements:
Size XS: Brianna (5'9"") usually wears size XSView all model measurementsMeasurements from size XS
Length: 11.75in / 30.0cm, from center backSusana Monaco Size Guide","Fabric: Mid-weight jersey

Ruched design

Halter neckline

Shell: 94% nylon/6% spandex

Wash cold

Made in the USA

Sleeveless"
1771968519-13,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €210.29,AGOLDE,90s Mid Rise Loose Fit Jeans,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/agole/agole3111361705/agole3111361705_1744646326633_2-0._QL90_UX1128_.jpg,AGOLDE90s Mid Rise Loose Fit JeansPrevious Price €210.29Sale Price €42.06,https://www.shopbop.com/90s-jean-mid-rise-loose/vp/v=1/1555119736.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2060885748&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_88,AGOLDE,90s Mid Rise Loose Fit Jeans,AGOLDE90s Mid Rise Loose Fit Jeans,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/agole/agole3111361705/agole3111361705_1744646326633_2-0._QL90_UX1128_.jpg,,"Intended for a mid-rise, straight-leg cut. Non-stretch denim will soften and give with wear.Shopbop’s expert stylist says: Runs large; designed for a loose fit. For a higher and closer fit, size downModel measurements:
Size 25: Anisa (5'8.5"") usually wears size 24-25View all model measurementsMeasurements from size 25
Rise: 11.5in / 29cm
Inseam: 28.75in / 73cm
Leg opening: 15in / 38cmAGOLDE Size Guide","Fabric: Mid-weight, non-stretch denim

Button fly

5-pocket styling

Shell: 100% cotton

Wash cold

Imported, Turkey"
1771968524-14,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €134.83,DL1961,Instasculpt Rib Tube Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/dldll/dldll41224241d2/dldll41224241d2_1744222156552_2-0._QL90_UX1128_.jpg,DL1961Instasculpt Rib Tube TopPrevious Price €134.83Sale Price €26.97,https://www.shopbop.com/instasculpt-rib-tube-top-dl1961/vp/v=1/1511160223.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2025934656&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_87,DL1961,Instasculpt Rib Tube Top,DL1961Instasculpt Rib Tube Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/dldll/dldll41224241d2/dldll41224241d2_1744222156552_2-0._QL90_UX1128_.jpg,,"Model measurements:Size XS: Cher (5'11"") usually wears size XSSize XS: Alina (5'10"") usually wears size XS-SSize XS: Mia (5'9.5"") usually wears size XSView all model measurementsMeasurements from size S
Length: 14.5in / 37.0cm, from center backSize Conversions","Fabric: Lightweight ribbed knit

DL1961 is part of The Climate Pledge, a commitment to reaching net-zero carbon emissions by 2040

Nonslip rubber binding at top hem

Strapless

Shell: 66% polyester/34% elastane

Wash cold

Imported, China"
1771968528-15,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €890.36,JW Anderson,Printed V Neck Mini Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/jande/jande3076710026/jande3076710026_1757096916860_2-0._QL90_UX1128_.jpg,Designer BoutiqueJW AndersonPrinted V Neck Mini DressPrevious Price €890.36Sale Price €178.07,https://www.shopbop.com/printed-neck-mini-dress-jw/vp/v=1/1530697014.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2017069011&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_DB_86,JW Anderson,Printed V Neck Mini Dress,JW AndersonPrinted V Neck Mini Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/jande/jande3076710026/jande3076710026_1757096916860_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size 4: Priyanka (5'9"") usually wears size 4View all model measurementsMeasurements from size 4
Length: 33in / 84.0cm, from shoulderSize Conversions","Fabric: Lightweight, non-stretch twill

Landscape print

Mini length

V neck

Sleeveless

Hidden zip at side

On-seam side pockets

Shell: 100% viscose

Lined

Dry clean

Imported, Bulgaria"
1771968532-16,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €210.29,Hill House Home,The Lillie Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/hillh/hillh3034424e37/hillh3034424e37_1754424485946_2-0._QL90_UX1128_.jpg,Hill House HomeThe Lillie DressPrevious Price €210.29Sale Price €42.06,https://www.shopbop.com/lillie-dress-hill-house-home/vp/v=1/1514826913.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2085288570&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_85,Hill House Home,The Lillie Dress,Hill House HomeThe Lillie Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/hillh/hillh3034424e37/hillh3034424e37_1754424485946_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size XS: Brianna (5'9"") usually wears size XSView all model measurementsMeasurements from size XS
Length: 50.5in / 128.0cm, from shoulderHill House Home Size Guide","Fabric: Mid-weight stretch poplin

Decorative bow at bust

Midi length

V neck

Sleeveless

Hook-and-eye and hidden zip at back

Shell: 98% cotton/2% spandex

Lined bodice, unlined skirt

Lining: 97% cotton/3% spandex

Wash warm

Made in Portugal"
1771968537-17,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €125.50,LE BOP,Della Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lebop/lebop3017917636/lebop3017917636_1751917584472_2-0._QL90_UX1128_.jpg,ExclusiveLE BOPDella DressPrevious Price €125.50Sale Price €25.10,https://www.shopbop.com/della-dress-le-bop/vp/v=1/1574098612.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2063373362&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_EC_84,LE BOP,Della Dress,LE BOPDella Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lebop/lebop3017917636/lebop3017917636_1751917584472_2-0._QL90_UX1128_.jpg,"XXS

XS

S

M

L

XL

XXL","Model measurements:
Size XS: Rocio (5'11"") usually wears size XSView all model measurementsMeasurements from size XS
Length: 30.75in / 78.0cm, from shoulder to front hemLE BOP Size Guide","Fabric: Mid-weight stretch plain weave

Stripe pattern

Mini length

Square neckline

Sleeveless

Hidden zip at side

Shell: 97% cotton/3% spandex

Lined

Lining: 100% cotton

Wash cold

Made in the USA"
1771968541-18,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €41.55,Lioness,Untamed Bodice Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lione/lione3066310312/lione3066310312_1749216138954_2-0._QL90_UX1128_.jpg,LionessUntamed Bodice TopPrevious Price €41.55Sale Price €8.31,https://www.shopbop.com/untamed-bodice-lioness/vp/v=1/1539607623.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2074112626&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_83,Lioness,Untamed Bodice Top,LionessUntamed Bodice Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lione/lione3066310312/lione3066310312_1749216138954_2-0._QL90_UX1128_.jpg,"XXXXS

XXXS

XXS

XS

S

M

L

XL

XXL

XXXL

XXXXL","Model measurements:
Size XS: Cher (5'11"") usually wears size XSView all model measurementsMeasurements from size XS
Length: 10.75in / 27.0cm, from center backLioness Size Guide","Fabric: Lightweight, non-stretch suiting

Boned seams

Strapless

Zip at back

Shell: 100% cotton

Lined

Lining: 100% cotton

Hand wash

Imported, China"
1771968545-19,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €585.09,SIR.,Ruby Open Back Gown,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sirrr/sirrr3014212457/sirrr3014212457_1750799298292_2-0._QL90_UX1128_.jpg,SIR.Ruby Open Back GownPrevious Price €585.09Sale Price €117.02,https://www.shopbop.com/ruby-open-back-gown-sir/vp/v=1/1563107370.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2007900066&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_82,SIR.,Ruby Open Back Gown,SIR.Ruby Open Back Gown,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sirrr/sirrr3014212457/sirrr3014212457_1750799298292_2-0._QL90_UX1128_.jpg,"0P

0

1

2

3

4","Model measurements:
Size 0: Malena (5'8.5"") usually wears size 0View all model measurementsMeasurements from size 0
Length: 61in / 155.0cm, from shoulderSIR. Size Guide","Fabric: Lightweight stretch mesh

Layered design

Open back with slit

Ruching at hips and back

Maxi length

Mock neck

Sleeveless

Hook-and-eye closure at back

Sheer

Shell: 100% polyester

Lined

Dry clean

Imported, China"
1771968550-20,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €309.51,B Sides,Meyer Shorts,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/bside/bside300972486f/bside300972486f_1744745493874_2-0._QL90_UX1128_.jpg,B SidesMeyer ShortsPrevious Price €309.51Sale Price €61.90,https://www.shopbop.com/meyer-short-b-sides/vp/v=1/1558065253.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2059843983&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_81,B Sides,Meyer Shorts,B SidesMeyer Shorts,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/bside/bside300972486f/bside300972486f_1744745493874_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size S: Emily (5'9"") usually wears size XS-SView all model measurementsMeasurements from size XS
Rise: 13in / 33cm
Inseam: 3.25in / 8cmSize Conversions","Fabric: Mid-weight, non-stretch twill

Split hem

Covered elastic waist with drawstring

On-seam side pockets

Shell: 100% cotton

Wash cold

Made in the USA"
1771968555-21,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €211.99,Leset,Stella Crewneck Vest,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/liana/liana3038710650/liana3038710650_1747342658514_2-0._QL90_UX1128_.jpg,LesetStella Crewneck VestPrevious Price €211.99Sale Price €42.40,https://www.shopbop.com/stella-crewneck-vest-leset/vp/v=1/1559040290.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2069373715&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_80,Leset,Stella Crewneck Vest,LesetStella Crewneck Vest,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/liana/liana3038710650/liana3038710650_1747342658514_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size XS: Brianna (5'9"") usually wears size XSView all model measurementsMeasurements from size XS
Length: 15.25in / 39.0cm, from shoulderLeset Size Guide","Fabric: Lightweight, non-stretch sequined weave

Crew neck

Button placket

Shell: 74% linen/22% polyester/4% polyamide

Dry clean

Made in the USA

Sleeveless"
1771968559-22,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €47.49,Z Supply,Sabel Tank,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/zsupp/zsupp3142027339/zsupp3142027339_1739919170256_2-0._QL90_UX1128_.jpg,Z SupplySabel TankPrevious Price €47.49Sale Price €9.50,https://www.shopbop.com/sabel-tank-z-supply/vp/v=1/1570060393.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2070192455&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_79,Z Supply,Sabel Tank,Z SupplySabel Tank,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/zsupp/zsupp3142027339/zsupp3142027339_1739919170256_2-0._QL90_UX1128_.jpg,"XS

S

M

L

XL","Model measurements:
Size XS: Brianna (5'9"") usually wears size XSView all model measurementsMeasurements from size XS
Length: 17.75in / 45.0cm, from shoulderZ Supply Size Guide","Fabric: Lightweight stretch seersucker

V neck

Shell: 100% cotton

Lined

Lining: 100% cotton

Wash cold

Imported, China

Adjustable shoulder straps"
